koi_disposition,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_impact,koi_duration,koi_depth,koi_sma,koi_incl,koi_model_snr,koi_count,koi_bin_oedp_sig,koi_datalink_dvr,koi_steff,koi_slogg,koi_srad,koi_smass,koi_sage,koi_kepmag,label,kepid,split,split_label
FALSE POSITIVE,4.45543346,134.453921,2454967.454,0,0.469,5.116,245680.0,0.0531,87.12,508.6,1,-1.0,005/005816/005816806/dv/kplr005816806-20160209194854_dvr.pdf,5780,4.438,1.0,1.0,,17.046,0,5816806,train,0
FALSE POSITIVE,10.81589054,139.7935811,2454972.794,0,0.219,4.73495,45400.0,0.0978,89.39,4313.4,1,0.7837,006/006698/006698670/dv/kplr006698670-20160209194854_dvr.pdf,6269,4.109,1.508,1.065,,12.96,0,6698670,train,0
FALSE POSITIVE,170.8658492,299.660385,2455132.66,0,0.684,16.9895,29841.0,0.6155,89.46,897.0,1,0.163,008/008074/008074805/dv/kplr008074805-20160209194854_dvr.pdf,5989,4.221,1.324,1.063,,14.412,0,8074805,train,0
CANDIDATE,1.411230023,132.641925,2454965.642,0,0.851,1.4325,388.2,0.0221,78.73,89.3,1,0.9866,010/010190/010190777/dv/kplr010190777-20160209194854_dvr.pdf,4575,4.564,0.737,0.726,,13.59,1,10190777,train,1
FALSE POSITIVE,184.5201539,237.698721,2455070.699,0,0.886,15.3564,49269.0,0.5682,89.4,1759.1,1,0.0,009/009785/009785454/dv/kplr009785454-20160209194854_dvr.pdf,5341,4.514,0.776,0.718,,14.07,0,9785454,train,0
CANDIDATE,0.588001053,132.058754,2454965.059,0,0.403,1.1451,297.4,0.0114,83.78,50.9,1,0.996,008/008235/008235924/dv/kplr008235924-20160209194854_dvr.pdf,3814,4.687,0.57,0.576,,14.934,1,8235924,train,1
CANDIDATE,12.81590421,122.94682,2454955.947,0,0.58,6.3856,220.5,0.109,87.4,106.7,3,0.5103,006/006521/006521045/dv/kplr006521045-20160209194854_dvr.pdf,5788,4.122,1.474,1.05,,11.197,1,6521045,train,1
CANDIDATE,19.55662003,189.04354,2455022.044,0,0.606,8.087,298.9,0.134,87.7,111.0,1,0.9117,004/004143/004143755/dv/kplr004143755-20160209194854_dvr.pdf,5671,4.094,1.36,0.839,,11.947,1,4143755,train,1
FALSE POSITIVE,25.15078845,150.345557,2454983.346,0,1.025,7.72717,37583.0,0.1649,87.19,1504.9,1,0.0974,005/005983/005983348/dv/kplr005983348-20160209194854_dvr.pdf,6015,4.329,1.101,0.942,,15.048,0,5983348,train,0
CANDIDATE,5.15448142,171.6389,2455004.639,0,0.933,3.228,697.5,0.0546,80.1,48.1,1,0.0504,008/008826/008826878/dv/kplr008826878-20160209194854_dvr.pdf,5431,4.457,0.884,0.816,,15.365,1,8826878,train,1
FALSE POSITIVE,5.40346248,133.7451943,2454966.745,0,0.521,7.6494,261350.0,0.064,86.1,2851.3,1,-1.0,008/008845/008845221/dv/kplr008845221-20160209194854_dvr.pdf,6350,3.921,1.984,1.195,,13.615,0,8845221,train,0
CANDIDATE,6.383159135,170.604622,2455003.605,0,0.197,1.7504,2313.2,0.0562,89.61,64.4,2,0.0073,011/011752/011752906/dv/kplr011752906-20160209194854_dvr.pdf,3757,4.681,0.576,0.581,,15.254,1,11752906,train,1
CANDIDATE,3.709214104,133.98318,2454966.983,0,0.051,2.6302,131.1,0.0465,89.73,50.6,2,0.605,010/010984/010984090/dv/kplr010984090-20160209194854_dvr.pdf,5833,4.407,1.022,0.974,,12.772,1,10984090,train,1
CANDIDATE,17.76199841,174.1831018,2455007.183,0,0.907,2.4644,24177.0,0.1165,88.79,731.7,1,0.6195,012/012251/012251650/dv/kplr012251650-20160209194854_dvr.pdf,5088,4.612,0.669,0.667,,14.762,1,12251650,train,1
FALSE POSITIVE,58.62157882,178.5674958,2455011.567,0,0.896,8.52961,142950.0,0.2607,89.2,1887.7,1,0.1221,007/007620/007620844/dv/kplr007620844-20160209194854_dvr.pdf,5232,4.554,0.725,0.686,,15.161,0,7620844,train,0
FALSE POSITIVE,14.84424039,134.2337694,2454967.234,0,0.275,6.83577,83412.0,0.1111,89.23,4542.8,1,0.1823,012/012251/012251779/dv/kplr012251779-20160209194854_dvr.pdf,6161,4.367,0.988,0.829,,14.415,0,12251779,train,0
CANDIDATE,28.08185982,194.91696,2455027.917,0,0.425,4.5288,1840.3,0.1777,89.46,50.8,3,0.0504,010/010002/010002866/dv/kplr010002866-20160209194854_dvr.pdf,5431,4.563,0.843,0.945,,15.063,1,10002866,train,1
FALSE POSITIVE,428.3217393,276.530352,2455109.53,0,0.531,40.5992,317000.0,1.0358,89.74,4594.8,1,-1.0,007/007117/007117003/dv/kplr007117003-20160209194854_dvr.pdf,5662,4.532,0.806,0.808,,14.173,0,7117003,train,0
CANDIDATE,3.275821982,170.25357,2455003.254,0,0.746,3.0427,274.9,0.049,82.54,64.4,1,0.0684,008/008161/008161561/dv/kplr008161561-20160209194854_dvr.pdf,6185,4.013,1.972,1.46,,13.992,1,8161561,train,1
FALSE POSITIVE,9.93442075,132.874989,2454965.875,0,1.117,7.8219,55965.0,0.0817,83.09,529.0,1,0.9979,010/010026/010026457/dv/kplr010026457-20160209194854_dvr.pdf,5382,4.654,0.669,0.749,,15.39,0,10026457,train,0
CANDIDATE,3.353732008,134.869597,2454967.87,0,0.051,1.4598,1264.7,0.034,89.84,47.8,3,0.5198,010/010166/010166274/dv/kplr010166274-20160209194854_dvr.pdf,3789,4.781,0.46,0.467,,15.438,1,10166274,train,1
CANDIDATE,200.2350497,305.44985,2455138.45,0,0.674,23.612,10812.0,0.686,89.32,220.6,1,0.0,006/006805/006805414/dv/kplr006805414-20160209194854_dvr.pdf,6108,4.471,0.997,1.072,,15.392,1,6805414,train,1
FALSE POSITIVE,13.68369259,135.2108067,2454968.211,0,0.089,4.22504,185510.0,0.0982,89.85,3641.6,1,-1.0,010/010274/010274244/dv/kplr010274244-20160209194854_dvr.pdf,5359,4.566,0.708,0.673,,11.544,0,10274244,train,0
CANDIDATE,15.37562369,173.61402,2455006.614,0,0.692,3.3169,15337.0,0.1121,88.73,166.0,1,0.4872,005/005164/005164255/dv/kplr005164255-20160209194854_dvr.pdf,4986,4.496,0.833,0.793,,16.422,1,5164255,train,1
CANDIDATE,10.52629458,176.522462,2455009.522,0,0.644,2.5211,9768.0,0.088,88.69,482.3,1,0.742,006/006291/006291653/dv/kplr006291653-20160209194854_dvr.pdf,5386,4.553,0.793,0.82,,15.305,1,6291653,train,1
FALSE POSITIVE,0.572079631,132.0189884,2454965.019,0,0.793,2.27811,127790.0,0.0116,71.51,578.2,1,0.0,004/004484/004484356/dv/kplr004484356-20160209194854_dvr.pdf,5233,4.625,0.639,0.627,,14.235,0,4484356,train,0
FALSE POSITIVE,1.303858554,131.606872,2454964.607,0,0.928,4.36797,126640.0,0.0238,71.49,904.0,1,-1.0,006/006066/006066379/dv/kplr006066379-20160209194854_dvr.pdf,6282,4.207,1.343,1.057,,15.475,0,6066379,train,0
FALSE POSITIVE,0.909310626,131.725419,2454964.725,0,1.264,3.4411,12127.0,0.0192,45.5,454.0,1,0.3787,006/006045/006045250/dv/kplr006045250-20160209194854_dvr.pdf,6370,4.41,1.106,1.148,,14.971,0,6045250,train,0
FALSE POSITIVE,1.759276227,132.0750778,2454965.075,0,1.026,3.19585,32091.0,0.0307,73.27,2857.7,1,0.0,008/008243/008243263/dv/kplr008243263-20160209194854_dvr.pdf,6656,4.351,1.232,1.248,,12.984,0,8243263,train,0
CANDIDATE,2.437029217,170.73808,2455003.738,0,0.014,3.2005,244.0,0.0351,89.87,49.0,1,0.2104,009/009076/009076513/dv/kplr009076513-20160209194854_dvr.pdf,5573,4.177,1.329,0.968,,14.573,1,9076513,train,1
CANDIDATE,1.625522174,170.8266564,2455003.827,0,0.076,2.38963,7969.0,0.0265,89.22,799.7,1,0.254,003/003351/003351888/dv/kplr003351888-20160209194854_dvr.pdf,5539,4.322,1.106,0.935,,15.001,1,3351888,train,1
CANDIDATE,83.09708021,162.935743,2454995.936,0,0.993,9.2639,15860.0,0.3188,88.77,277.2,1,0.3654,010/010153/010153011/dv/kplr010153011-20160209194854_dvr.pdf,5286,4.627,0.636,0.626,,15.678,1,10153011,train,1
FALSE POSITIVE,30.69533113,155.7207691,2454988.721,0,1.041,5.94855,88771.0,0.185,88.59,7846.3,1,0.0229,009/009957/009957668/dv/kplr009957668-20160209194854_dvr.pdf,6335,4.171,1.286,0.894,,12.508,0,9957668,train,0
CANDIDATE,3.990105908,355.840837,2455188.841,0,0.582,2.4108,6154.9,0.0493,87.09,247.8,1,0.9883,004/004076/004076098/dv/kplr004076098-20160209194854_dvr.pdf,5926,4.519,0.913,1.004,,15.572,1,4076098,train,1
CANDIDATE,19.15976088,141.5680129,2454974.568,0,1.191,3.10166,32491.0,0.1126,88.24,900.3,1,0.8957,012/012253/012253490/dv/kplr012253490-20160209194854_dvr.pdf,4492,4.727,0.516,0.518,,15.053,1,12253490,train,1
FALSE POSITIVE,63.3278636,165.22656,2454998.227,0,0.003,47.0744,11515.0,0.3047,89.99,619.6,1,0.0,008/008430/008430105/dv/kplr008430105-20160209194854_dvr.pdf,4919,2.979,5.198,0.938,,10.42,0,8430105,train,0
FALSE POSITIVE,0.567493852,131.9916219,2454964.992,0,1.275,1.35349,7984.0,0.0134,54.45,1219.8,1,1.0,007/007886/007886329/dv/kplr007886329-20160209194854_dvr.pdf,6370,4.053,1.548,0.986,,13.205,0,7886329,train,0
CANDIDATE,0.974868896,133.076265,2454966.076,0,0.12,1.6191,197.6,0.0187,88.53,82.6,1,0.9928,006/006362/006362874/dv/kplr006362874-20160209194854_dvr.pdf,5487,4.563,0.832,0.924,,13.507,1,6362874,train,1
FALSE POSITIVE,15.58279473,135.112903,2454968.113,0,0.759,3.76683,52760.0,0.1,88.59,439.3,1,-1.0,003/003830/003830820/dv/kplr003830820-20160209194854_dvr.pdf,3849,4.703,0.546,0.549,,15.368,0,3830820,train,0
CANDIDATE,88.2553729,153.77974,2454986.78,0,0.886,4.539,1132.2,0.3623,89.37,54.2,4,0.5571,006/006508/006508221/dv/kplr006508221-20160209194854_dvr.pdf,5176,4.612,0.738,0.826,,14.29,1,6508221,train,1
CANDIDATE,15.06806077,363.549714,2455196.55,0,0.88,3.3011,19387.0,0.1213,88.07,282.8,1,0.5919,004/004760/004760746/dv/kplr004760746-20160209194854_dvr.pdf,5982,4.493,0.96,1.047,,15.95,1,4760746,train,1
CANDIDATE,4.030466786,171.092308,2455004.092,0,0.033,2.7734,2908.3,0.0484,89.84,227.4,2,0.3296,010/010937/010937029/dv/kplr010937029-20160209194854_dvr.pdf,5234,4.542,0.854,0.927,,14.924,1,10937029,train,1
CANDIDATE,52.75878505,156.306351,2454989.306,0,0.344,6.6517,5805.8,0.2944,89.68,265.4,1,0.0949,007/007951/007951018/dv/kplr007951018-20160209194854_dvr.pdf,6228,4.413,1.137,1.221,,15.182,1,7951018,train,1
CANDIDATE,2.052349884,169.890622,2455002.891,0,0.437,2.0778,14281.0,0.0322,86.76,1072.1,1,0.242,007/007849/007849854/dv/kplr007849854-20160209194854_dvr.pdf,5855,4.393,1.08,1.049,,15.257,1,7849854,train,1
FALSE POSITIVE,1.366946478,132.204582,2454965.205,0,0.869,3.37701,158640.0,0.0215,77.58,796.5,1,-1.0,007/007374/007374746/dv/kplr007374746-20160209194854_dvr.pdf,5353,4.527,0.757,0.704,,15.002,0,7374746,train,0
CANDIDATE,3.24325988,133.6690203,2454966.669,0,0.117,3.03318,16451.0,0.0433,89.27,1586.2,1,0.7637,012/012019/012019440/dv/kplr012019440-20160209194854_dvr.pdf,5823,4.438,1.013,1.027,,14.952,1,12019440,train,1
FALSE POSITIVE,14.15402428,140.698466,2454973.698,0,1.1,4.47001,61625.0,0.1144,87.33,930.3,1,0.0367,006/006359/006359798/dv/kplr006359798-20160209194854_dvr.pdf,5850,4.404,1.037,0.994,,12.932,0,6359798,train,0
CANDIDATE,4.580346161,134.0754,2454967.075,0,0.384,2.097,308.3,0.0506,88.6,49.8,3,0.686,009/009471/009471268/dv/kplr009471268-20160209194854_dvr.pdf,5103,4.558,0.789,0.82,,13.693,1,9471268,train,1
FALSE POSITIVE,1.246585716,132.0206985,2454965.021,0,0.427,4.62051,406770.0,0.0241,82.79,2165.3,1,-1.0,004/004739/004739194/dv/kplr004739194-20160209194854_dvr.pdf,6440,4.369,1.183,1.194,,14.283,0,4739194,train,0
CANDIDATE,5.960400011,137.265171,2454970.265,0,0.8,2.8617,828.3,0.0639,85.57,126.1,2,0.4196,006/006616/006616218/dv/kplr006616218-20160209194854_dvr.pdf,5418,4.534,0.886,0.978,,12.557,1,6616218,train,1
FALSE POSITIVE,1.878877205,133.074035,2454966.074,0,1.005,5.8768,104030.0,0.0348,70.29,525.4,1,-1.0,004/004678/004678873/dv/kplr004678873-20160209194854_dvr.pdf,7542,4.036,1.999,1.582,,12.725,0,4678873,train,0
FALSE POSITIVE,3.224486463,131.855925,2454964.856,0,0.421,4.61686,403730.0,0.0435,87.13,1905.1,1,-1.0,010/010489/010489521/dv/kplr010489521-20160209194854_dvr.pdf,6389,4.331,1.16,1.046,,16.169,0,10489521,train,0
FALSE POSITIVE,8.04963472,138.6541935,2454971.654,0,0.671,6.00488,279650.0,0.0834,87.41,5246.5,1,-1.0,011/011071/011071207/dv/kplr011071207-20160209194854_dvr.pdf,6698,4.171,1.485,1.197,,13.831,0,11071207,train,0
FALSE POSITIVE,2.404293523,132.755943,2454965.756,0,1.364,4.4649,8150.9,0.0419,59.99,471.2,2,0.1177,005/005211/005211470/dv/kplr005211470-20160209194854_dvr.pdf,4697,2.204,17.032,1.691,,13.094,0,5211470,train,0
CANDIDATE,85.0624157,149.220739,2454982.221,0,0.819,4.6964,41901.0,0.369,89.63,495.3,1,0.3845,006/006690/006690171/dv/kplr006690171-20160209194854_dvr.pdf,5223,4.52,0.875,0.923,,15.954,1,6690171,train,1
CANDIDATE,18.49234792,173.49816,2455006.498,0,0.034,3.4744,1655.5,0.1254,89.95,61.4,1,0.1997,005/005812/005812960/dv/kplr005812960-20160209194854_dvr.pdf,5289,4.477,0.838,0.769,,14.915,1,5812960,train,1
FALSE POSITIVE,20.42723232,135.862807,2454968.863,0,5.499,3.46429,121810.0,0.148,86.78,526.6,1,0.488,009/009661/009661869/dv/kplr009661869-20160209194854_dvr.pdf,6167,4.354,1.121,1.032,,16.677,0,9661869,train,0
FALSE POSITIVE,3.495457889,132.083941,2454965.084,0,0.965,6.9796,114620.0,0.0524,77.7,724.0,1,0.1418,003/003352/003352751/dv/kplr003352751-20160209194854_dvr.pdf,8529,4.249,1.558,1.572,,13.444,0,3352751,train,0
FALSE POSITIVE,1.58742695,131.9849807,2454964.985,0,0.718,2.66475,76162.0,0.028,81.58,1150.7,1,1.0,011/011234/011234677/dv/kplr011234677-20160209194854_dvr.pdf,6440,4.313,1.241,1.153,,13.296,0,11234677,train,0
FALSE POSITIVE,64.71316809,171.3677102,2455004.368,0,0.573,5.69869,312970.0,0.3106,89.74,3582.5,1,-1.0,011/011924/011924426/dv/kplr011924426-20160209194854_dvr.pdf,6175,4.44,0.974,0.952,,13.882,0,11924426,train,0
CANDIDATE,7.03902016,175.73059,2455008.731,0,0.015,3.8633,529.8,0.0744,89.94,54.3,1,0.2037,009/009825/009825625/dv/kplr009825625-20160209194854_dvr.pdf,6321,4.434,1.058,1.108,,15.067,1,9825625,train,1
CANDIDATE,19.74733983,147.10553,2454980.106,0,0.595,3.4444,480.7,0.1531,89.06,47.1,3,0.407,006/006975/006975129/dv/kplr006975129-20160209194854_dvr.pdf,6243,4.406,1.149,1.226,,12.949,1,6975129,train,1
FALSE POSITIVE,3.041547148,170.4878722,2455003.488,0,1.233,3.22798,20691.0,0.0437,76.55,1670.6,1,0.0,005/005384/005384802/dv/kplr005384802-20160209194854_dvr.pdf,6431,4.293,1.295,1.199,,13.705,0,5384802,train,0
FALSE POSITIVE,135.5860768,177.9285627,2455010.929,0,0.549,5.54241,363130.0,0.5643,89.89,6788.8,1,-1.0,003/003757/003757590/dv/kplr003757590-20160209194854_dvr.pdf,6401,4.324,1.301,1.304,,13.674,0,3757590,train,0
CANDIDATE,4.034914368,172.257813,2455005.258,0,0.965,1.7874,800.1,0.0509,81.5,92.6,1,0.7271,007/007730/007730747/dv/kplr007730747-20160209194854_dvr.pdf,5548,3.964,1.793,1.079,,13.831,1,7730747,train,1
CANDIDATE,134.2520474,182.70534,2455015.705,0,0.001,9.0636,832.1,0.512,90.0,57.2,1,0.8776,006/006468/006468138/dv/kplr006468138-20160209194854_dvr.pdf,5818,4.276,1.2,0.991,,13.35,1,6468138,train,1
FALSE POSITIVE,10.81916946,132.9864665,2454965.986,0,0.275,5.50262,437140.0,0.0946,89.35,5258.2,1,-1.0,006/006594/006594972/dv/kplr006594972-20160209194854_dvr.pdf,5955,4.429,0.991,0.961,,14.342,0,6594972,train,0
CANDIDATE,4.125543472,169.752585,2455002.753,0,0.597,3.1744,1487.3,0.0529,85.95,128.6,1,0.6043,011/011403/011403044/dv/kplr011403044-20160209194854_dvr.pdf,6174,4.417,1.103,1.162,,15.506,1,11403044,train,1
CANDIDATE,39.74893077,172.854644,2455005.855,0,0.881,7.3051,15179.0,0.2311,88.3,561.1,1,0.255,006/006526/006526710/dv/kplr006526710-20160209194854_dvr.pdf,6122,4.487,0.964,1.041,,15.344,1,6526710,train,1
CANDIDATE,2.752359689,171.259808,2455004.26,0,0.436,2.0722,791.9,0.0375,87.36,115.7,1,0.215,008/008015/008015907/dv/kplr008015907-20160209194854_dvr.pdf,5461,4.499,0.897,0.926,,14.034,1,8015907,train,1
CANDIDATE,3.290304098,131.90944,2454964.909,0,0.09,1.7215,13553.0,0.0327,89.68,220.5,1,0.9289,001/001873/001873513/dv/kplr001873513-20160209194854_dvr.pdf,3386,4.81,0.427,0.43,,15.669,1,1873513,train,1
FALSE POSITIVE,37.48222388,155.8400132,2454988.84,0,1.2,4.81451,28977.0,0.2382,88.53,1262.3,1,0.9611,009/009529/009529856/dv/kplr009529856-20160209194854_dvr.pdf,6422,3.78,2.415,1.284,,13.46,0,9529856,train,0
FALSE POSITIVE,2.995357359,132.796981,2454965.797,0,0.843,6.57901,172400.0,0.0416,79.4,1467.6,1,0.0,006/006233/006233903/dv/kplr006233903-20160209194854_dvr.pdf,5949,3.892,1.94,1.07,,16.455,0,6233903,train,0
CANDIDATE,8.884922995,169.991686,2455002.992,0,0.069,2.07004,16053.0,0.0786,89.89,388.2,1,0.1059,000/000757/000757450/dv/kplr000757450-20160209194854_dvr.pdf,5332,4.5,0.843,0.821,,15.264,1,757450,train,1
FALSE POSITIVE,1.036592635,132.089146,2454965.089,0,0.898,2.40749,124500.0,0.0231,77.19,444.7,1,-1.0,011/011968/011968513/dv/kplr011968513-20160209194854_dvr.pdf,4884,2.737,8.747,1.522,,14.441,0,11968513,train,0
CANDIDATE,4.221626193,173.699895,2455006.7,0,0.847,3.0619,658.0,0.052,82.12,83.7,1,0.2022,010/010454/010454313/dv/kplr010454313-20160209194854_dvr.pdf,6123,4.472,0.987,1.053,,14.708,1,10454313,train,1
CANDIDATE,6.575315881,173.634044,2455006.634,0,0.39,4.3084,2793.3,0.067,88.03,221.1,1,0.5611,011/011960/011960862/dv/kplr011960862-20160209194854_dvr.pdf,5992,4.415,0.989,0.927,,15.312,1,11960862,train,1
FALSE POSITIVE,19.38444245,137.214882,2454970.215,0,0.203,20.5899,3372.0,0.1719,88.44,685.3,1,0.1672,008/008702/008702921/dv/kplr008702921-20160209194854_dvr.pdf,4968,3.291,5.026,1.8,,11.98,0,8702921,train,0
CANDIDATE,11.52306746,131.969055,2454964.969,0,0.0,3.8757,507.3,0.1017,90.0,142.0,1,0.2451,008/008349/008349582/dv/kplr008349582-20160209194854_dvr.pdf,5644,4.162,1.411,1.053,,12.346,1,8349582,train,1
FALSE POSITIVE,0.502454299,131.9221686,2454964.922,0,1.17,2.31547,37454.0,0.0121,52.05,873.6,1,0.0,012/012356/012356746/dv/kplr012356746-20160209194854_dvr.pdf,6134,4.498,0.901,0.932,,13.532,0,12356746,train,0
FALSE POSITIVE,30.8825387,151.5295103,2454984.53,0,0.197,5.3737,24012.0,0.1991,89.77,1266.2,1,0.4375,007/007023/007023960/dv/kplr007023960-20160209194854_dvr.pdf,6014,4.486,0.993,1.101,,14.857,0,7023960,train,0
FALSE POSITIVE,2.680514453,132.598382,2454965.598,0,0.359,3.21178,195750.0,0.0373,87.66,665.5,1,0.0,006/006595/006595662/dv/kplr006595662-20160209194854_dvr.pdf,6038,4.356,1.076,0.958,,14.746,0,6595662,train,0
CANDIDATE,2.337437946,171.761982,2455004.762,0,0.28,1.9982,971.2,0.0325,88.19,82.4,2,0.6818,011/011918/011918099/dv/kplr011918099-20160209194854_dvr.pdf,5005,4.595,0.765,0.85,,15.334,1,11918099,train,1
CANDIDATE,308.544422,296.0738,2455129.074,0,0.022,18.503,586.8,0.9625,89.99,56.8,1,0.006,008/008636/008636434/dv/kplr008636434-20160209194854_dvr.pdf,6325,4.274,1.349,1.252,,13.215,1,8636434,train,1
FALSE POSITIVE,1.575710265,131.692741,2454964.693,0,0.83,6.83787,173950.0,0.0304,70.78,1975.1,1,0.0,008/008719/008719897/dv/kplr008719897-20160209194854_dvr.pdf,5017,3.35,4.293,1.505,,12.392,0,8719897,train,0
FALSE POSITIVE,4.331392455,134.7274476,2454967.727,0,0.306,3.7278,200400.0,0.0481,88.57,1234.3,1,0.0,005/005343/005343976/dv/kplr005343976-20160209194854_dvr.pdf,5655,4.472,0.854,0.788,,12.612,0,5343976,train,0
FALSE POSITIVE,2.073873563,132.59754,2454965.598,0,0.198,6.5605,603810.0,0.0403,87.37,637.1,1,-1.0,009/009479/009479460/dv/kplr009479460-20160209194854_dvr.pdf,7803,3.688,3.373,2.023,,14.701,0,9479460,train,0
CANDIDATE,31.51779463,185.1533,2455018.153,0,0.561,7.634,357.6,0.1951,88.8,63.2,2,0.161,010/010933/010933561/dv/kplr010933561-20160209194854_dvr.pdf,5611,4.144,1.4,0.995,,12.848,1,10933561,train,1
FALSE POSITIVE,5.499941387,136.869403,2454969.869,0,0.002,5.1339,40110.0,0.0646,89.99,506.4,1,0.8495,008/008953/008953059/dv/kplr008953059-20160209194854_dvr.pdf,6435,4.385,1.157,1.186,,15.48,0,8953059,train,0
CANDIDATE,32.62876672,194.1019,2455027.102,0,0.021,4.7971,1804.8,0.1889,89.98,80.0,2,0.6386,011/011018/011018648/dv/kplr011018648-20160209194854_dvr.pdf,5586,4.56,0.798,0.844,,15.082,1,11018648,train,1
FALSE POSITIVE,3.79187443,134.134368,2454967.134,0,0.798,3.5521,230740.0,0.0441,85.98,1111.9,1,0.0001,005/005802/005802470/dv/kplr005802470-20160209194854_dvr.pdf,5622,4.619,0.723,0.803,,13.764,0,5802470,train,0
FALSE POSITIVE,23.79993927,152.5654761,2454985.565,0,1.137,5.02319,60186.0,0.1616,88.15,2065.8,1,0.0102,008/008949/008949247/dv/kplr008949247-20160209194854_dvr.pdf,5934,4.473,0.957,0.991,,14.669,0,8949247,train,0
FALSE POSITIVE,6.352090869,134.2069907,2454967.207,0,0.223,3.88771,75142.0,0.0587,89.17,1343.2,1,0.0,008/008460/008460600/dv/kplr008460600-20160209194854_dvr.pdf,5089,4.58,0.693,0.666,,14.933,0,8460600,train,0
FALSE POSITIVE,60.2976774,161.854691,2454994.855,0,0.596,14.2561,315890.0,0.2956,89.29,1215.8,1,-1.0,011/011966/011966557/dv/kplr011966557-20160209194854_dvr.pdf,5995,4.434,0.977,0.946,,15.68,0,11966557,train,0
FALSE POSITIVE,3.909314318,131.8944811,2454964.894,0,0.776,5.36124,97123.0,0.0493,82.78,1587.6,1,-1.0,009/009392/009392702/dv/kplr009392702-20160209194854_dvr.pdf,6425,4.341,1.143,1.04,,14.618,0,9392702,train,0
CANDIDATE,5.24088367,136.02877,2454969.029,0,0.65,3.3656,8531.2,0.0607,86.43,385.7,1,0.6186,007/007017/007017372/dv/kplr007017372-20160209194854_dvr.pdf,6452,4.241,1.305,1.079,,14.014,1,7017372,train,1
CANDIDATE,7.930583519,169.516944,2455002.517,0,0.559,3.6083,826.1,0.08,87.79,89.9,2,0.6027,006/006266/006266741/dv/kplr006266741-20160209194854_dvr.pdf,5674,4.446,1.032,1.086,,14.387,1,6266741,train,1
CANDIDATE,5.101375725,357.48217,2455190.482,0,0.027,2.595,894.6,0.058,89.9,55.1,1,0.4033,009/009597/009597806/dv/kplr009597806-20160209194854_dvr.pdf,5869,4.479,0.954,1.001,,15.455,1,9597806,train,1
CANDIDATE,2.586639524,171.842572,2455004.843,0,0.349,2.253,217.7,0.0356,87.61,77.3,1,0.7193,011/011075/011075737/dv/kplr011075737-20160209194854_dvr.pdf,5780,4.421,0.966,0.899,,12.872,1,11075737,train,1
FALSE POSITIVE,0.687898282,131.595979,2454964.596,0,0.337,3.96401,293500.0,0.0153,81.08,1571.6,1,-1.0,009/009692/009692336/dv/kplr009692336-20160209194854_dvr.pdf,5780,4.438,1.0,1.0,,17.49,0,9692336,train,0
FALSE POSITIVE,0.648868342,131.842892,2454964.843,0,1.172,2.82428,34770.0,0.0152,52.61,477.0,1,0.5227,002/002557/002557430/dv/kplr002557430-20160209194854_dvr.pdf,6531,4.12,1.524,1.117,,11.471,0,2557430,train,0
FALSE POSITIVE,0.888584158,132.100098,2454965.1,0,0.453,2.25012,412710.0,0.0153,84.7,691.2,1,-1.0,003/003114/003114667/dv/kplr003114667-20160209194854_dvr.pdf,4324,4.639,0.616,0.604,,17.375,0,3114667,train,0
CANDIDATE,281.5628889,357.996571,2455190.997,0,0.0,8.853,21012.0,0.7659,90.0,237.1,1,0.2155,009/009512/009512981/dv/kplr009512981-20160209194854_dvr.pdf,4810,4.536,0.776,0.755,,15.962,1,9512981,train,1
FALSE POSITIVE,3.664964374,134.152879,2454967.153,0,0.552,3.9058,90827.0,0.0449,86.22,437.8,1,0.0007,006/006182/006182019/dv/kplr006182019-20160209194854_dvr.pdf,5726,4.403,0.987,0.899,,15.643,0,6182019,train,0
CANDIDATE,17.65737838,136.585509,2454969.586,0,0.8277,3.509,2155.7,0.1047,88.24,117.2,1,,006/006185/006185476/dv/kplr006185476-20141002224145_dvr.pdf,3745,4.784,0.47,0.49,,14.267,1,6185476,train,1
FALSE POSITIVE,23.83238251,143.2182023,2454976.218,0,0.664,7.06068,279000.0,0.1642,88.98,2389.2,1,-1.0,006/006672/006672229/dv/kplr006672229-20160209194854_dvr.pdf,5722,4.454,1.0,1.037,,15.581,0,6672229,train,0
CANDIDATE,3.573202801,134.934397,2454967.934,0,0.053,2.88,2975.0,0.0457,89.69,362.1,1,0.2859,003/003847/003847907/dv/kplr003847907-20160209194854_dvr.pdf,5646,4.37,1.08,0.996,,14.72,1,3847907,train,1
FALSE POSITIVE,9.058487716,137.3378842,2454970.338,0,0.213,4.14334,127970.0,0.0702,89.44,2098.9,1,0.0,009/009934/009934208/dv/kplr009934208-20160209194854_dvr.pdf,4340,4.671,0.573,0.561,,15.507,0,9934208,train,0
CANDIDATE,0.927859786,133.905978,2454966.906,0,0.795,1.4279,515.3,0.017,76.15,99.8,1,0.6239,011/011401/011401182/dv/kplr011401182-20160209194854_dvr.pdf,4815,4.631,0.699,0.799,,14.631,1,11401182,train,1
FALSE POSITIVE,2.698021895,136.32786,2454969.328,0,1.3,23.192,6721.2,0.0406,23.5,647.1,1,0.9151,006/006606/006606653/dv/kplr006606653-20160209194854_dvr.pdf,6568,4.36,1.211,1.229,,13.717,0,6606653,train,0
